query name,avg_round
return set of legal values,1.667
get accessiblecontext,1.0
allow selections,1.0
redispatch awtevent,0.0
return string representation of this jtableheader,0.0
create object,1.571
read corba longlong value,1.0
return color,3.0
return default,1.75
paint component,2.625
create peer,1.0
return principal,1.0
convert types,1.667
return reader object,0.0
return name of this theme,0.0
remove value,1.333
invoke supers implementation of installui,0.0
retrieve response,0.0
return method handle,0.0
initialize cause of this exception,0.0
return collector,1.0
obtain instance of offsettime,1.333
return size,1.838
visit package element,0.0
return default table header object,0.0
create default preparedstatement object,1.0
return hashcode,1.0
return precision,1.0
write float value,1.0
return rowfilter,0.0
set lock,0.0
set value of a feature,0.0
construct cookie header string representation of this cookie,0.0
reset treestate,0.0
set tick spacing,1.0
create copy of this compound name,0.0
change model,0.0
retrieve object,1.88
return column,1.818
return stream,2.421
give notification,1.0
return delay,1.0
return tab foreground color,0.0
return input subsequence,0.0
return component,3.712
obtain midi,1.8
set component,2.417
cast class object,0.0
return mask,1.0
get description,0.0
set background color,1.0
remove element,2.067
return value of this float,1.0
append character sequence,1.0
write array object,0.0
return iiometadatanode,0.0
return code signers,0.0
get java,0.0
return type of this memory pool,0.0
append elements,1.0
return image,2.111
remove compositedata values,0.0
set parameter,1.186
set visibility of the popup,0.0
return data model,0.0
set foreground color of this component,0.0
receive notification of a recoverable error,0.0
return comment,0.0
return index of the column header,0.0
return composite,1.0
access response,0.0
visit instance_init element,0.0
set jfilechooser,0.0
return int value,2.471
perform reduction,1.0
return relation ids,1.0
retrieve status code,0.0
get location of the exception,0.0
return biginteger,1.931
return key,2.136
return string representation of the first argument,1.0
return side bearing of the glyph,1.0
retrieve name of the java class,0.0
associate number,0.0
lay columns,0.0
get timezone,1.0
invalidate session,0.0
return uri,2.444
load service provider classes,0.0
return string representation of this jradiobutton,0.0
read idl,1.833
add element,1.571
register default actions,0.0
return instance of an awtkeystroke,1.0
wrap int array,0.0
get day field,0.0
return usage threshold value of this memory pool,0.0
get accessiblecontext,1.0
create endpoint,1.0
create rendering,0.0
obtain year month,1.667
complete task,1.0
return translation,0.0
hide file,0.0
fetch caret,1.0
return representation of the dtd,0.0
evaluate predicate,1.0
initialize generator,1.375
set value,2.011
show popup menu,0.0
return boolean,1.0
return machine implementation name,0.0
create ui,1.0
close stream,2.0
unbind object,0.0
retrieve element of this deque,2.0
return element,2.0
return collector,1.0
write data,1.636
return shape,1.0
check allpermission objects,0.0
initialize exemption mechanism,1.0
collapse node,0.0
retrieve part of the blob value,0.0
set model index,0.0
return boolean,1.0
obtain instance of zoneddatetime,1.4
return iterator,1.906
fetch selection state,0.0
notify listeners,1.0
return source,2.0
return value,3.896
give ability,0.0
retrieve warning,1.286
put method,0.0
return hash code value,1.078
set orientation,1.25
get color property,0.0
set size of the compressed entry data,0.0
return description of this edit,0.0
set data buffer,0.0
add name,1.308
return namespaceuri item,0.0
leave group,1.667
encode bytes,1.5
set width,1.667
set data model,1.0
return arc sine of a value,0.0
close frame,0.0
return value of this byte,1.833
return encoding uri of this xmlobject,0.0
retrieve ui information,0.0
produce method handle,1.636
return value,3.896
return number of selected columns,0.0
obtain list of instruments,0.0
set maximum,1.667
return dimension,1.286
return scheme component of this uri,0.0
return default icon,1.0
return coordinate of the bounding rectangle,0.0
set value,2.011
obtain information,1.0
produce method handle of the requested return type,0.0
retrieve term,1.0
represent class,1.0
return shadow color of the bevel border,1.0
compare serialblob,0.0
return opacity of the window,0.0
obtain instance of dayofweek,1.0
create object,1.571
visit element,2.143
report end of dtd declarations,0.0
retrieve attribute,2.235
retrieve name,1.375
allow application,0.0
specify entityresolver,0.0
create listener,1.727
add point,1.429
return type of the values,0.0
describe state of the result of the operation invocation,0.0
return number of children of parent,0.0
remove reference object,1.0
perform work,1.0
read array of corba longs,0.0
return end of the range,0.0
get parameter,1.0
return outputstream,0.0
compare date time,1.0
handle event,1.0
return path,2.0
return scripting language program,0.0
return namespace of the attribute,0.0
return title of this dialog,0.0
implement tablecelleditor interface,0.0
return reference,1.538
extract int,0.0
notify peer,0.0
schedule swingworker,0.0
set compression level,1.0
register listener,1.571
generate string representation of this name class pair,0.0
retrieve state of an object,1.667
return execution stack,0.0
invoke service operation,1.0
remove document listener,0.0
validate object,0.0
parse string argument,1.308
return hash code value,1.078
return reference,1.538
return number of buttons,1.0
return array,4.408
set treemodel,0.0
get output property,0.0
add value,1.0
obtain copy of the data,1.0
return string,4.137
return array of the vetoable change listeners,0.0
return collector,1.0
compare vmid,0.0
return set of actual html tags,0.0
retrieve value of the designated nchar,0.0
compute location of each child view,0.0
add attribute,1.5
return alignment,2.0
set visibility of the popup menu,0.0
add components of a composite name,1.0
create soapheaderelement object,0.0
return pixel data,0.0
find method type,1.0
return number of milliseconds,1.0
return contentpane,0.0
read attribute,1.0
update container,0.0
handle event,1.0
get fontmetrics,0.0
get number of months,0.0
implement interface,1.6
set owner of this decoder,0.0
return list of constructors,0.0
return command string,0.0
paint border of a radio button,0.0
create copy of this iterator,0.0
return object,2.077
return spinnermodel,0.0
create rollover border,0.0
return list of xmlstructures,0.0
return input stream,1.667
start counter monitor,0.0
force changes,1.0
return instance of an awtkeystroke,1.0
return server socket,1.0
insert text,1.5
produce invoker method handle,0.0
get on switch value,1.0
transform geometry of this area,0.0
make method handle,1.5
initialize signature object,0.0
delete owner,0.0
retrieve connection,0.0
return coordinate of the start point,1.0
retrieve name,1.375
receive focus,0.0
return menubar,0.0
unblock execution of the thread,0.0
return directionality property,0.0
support docflavor,0.0
fetch inset,0.0
return hashcode,1.0
return colormodel,1.3
convert array of bytes,1.6
set executor,1.0
create value,2.0
get day,1.667
return amount of memory,1.8
return border instance,1.0
write stream of bytes,0.0
return instance,1.562
return arc closure type of the arc,0.0
return descriptor,2.2
get string,3.0
return splash screen image,0.0
return result,1.6
obtain value range,0.0
return filetime,0.0
return thread,1.75
compare field,1.0
retrieve value,2.0
set keys,1.0
set bounds of this rectangle,0.0
return field size,1.0
return java language modifiers,1.0
return target method of the call site,1.0
set layout manager,1.0
get value of the adjustable object,1.0
send midi message,0.0
set name of the designated column,0.0
specify file,0.0
return doublestream,1.778
create singlepixelpackedsamplemodel,1.0
write text,1.0
return class instance,0.0
return rootpane object,1.0
return string,4.137
make proxy,2.0
locate providers of a given service,0.0
return iterator of namespaces,0.0
get declaration,0.0
retrieve number of columns,2.571
assert entity,0.0
set subject,0.0
insert value,1.0
produce method handle,1.636
remove attribute,1.737
read idl typecode,0.0
connect socket,1.0
retrieve privacy state,0.0
return string expression,0.0
return array of the menukeylisteners,0.0
set border of the component,0.0
return object,2.077
return file filter,0.0
return value mapping,0.0
return array,4.408
create autoscroller,0.0
return transformation matrix,0.0
send redo,0.0
read bit integer,0.0
return system,1.6
return behavior,1.0
return number of components,1.0
obtain instance of a datatypefactory,0.0
get copy of children,0.0
set part of the margin,1.0
visit kind of element,0.0
return biginteger,1.931
obtain soundbank object,1.0
perform privilegedexceptionaction,1.0
set name,1.857
acquire number of permits,1.0
obtain file format of the provided input stream,0.0
return ancestor of the component,0.0
return stream,2.421
return view of this stampedlock,0.0
get default time,0.0
return shape,1.0
read object,1.833
output value,1.286
create ui,1.0
return height,1.333
translate string,1.0
obtain instance of zoneoffset,1.333
return enumeration of the descendants of the path parent,0.0
create transform,0.0
compute hash code of this reference,0.0
recover method interface type,0.0
consider visibility,0.0
get schemalocation,0.0
terminate line,1.0
create implementation of checkbox,0.0
apply pattern string,1.0
return length of text,0.0
represent superscript,0.0
obtain soundbank object,1.0
return size of the buffer,0.0
return string map view of environment,0.0
resolve name,1.0
get hostnameverifier,0.0
return value,3.896
return thread,1.75
change action,1.0
return baseline,1.4
return model,2.091
import parameters,1.0
return base uri,0.0
compare object,1.623
return name,2.537
return bufferedimage,1.0
return value,3.896
return array of the text listeners,0.0
return string representation of the deep contents of the specified array,0.0
return flags,0.0
fetch portion of the text,0.0
read jar,1.0
obtain date,1.818
enable event delivery,0.0
return integer value,1.0
return number of rounds,0.0
handle start tag,0.0
return text string,1.0
set encoding style,0.0
return value,3.896
set text string,0.0
return name of the algorithm of this service,0.0
register listener,1.571
return hashcode,1.0
refresh row,0.0
return codebase,1.0
throw securityexception,1.0
paint canvas,0.0
update column,1.32
set tab,0.0
return collector,1.0
consider cookie,0.0
return string,4.137
return string representation of this openmbeanattributeinfosupport instance,0.0
set jinternalframe,1.4
get unmarshaller handler object,0.0
set time stamp,0.0
return index,1.86
process events,2.125
set file,1.4
provide name,1.0
return default domain,0.0
retrieve class name of the object,0.0
set location of the end points of this curve,1.0
set handling of multiple copies,0.0
set source,1.571
create jlabel,0.0
return hash code value,1.078
hold pixels,0.0
return number of rows,1.0
create implementation,1.0
add attribute value,1.0
return size,1.838
retrieve notifications,0.0
return system,1.6
return control shadow color,0.0
return index of a transparent pixel,0.0
set criterion,1.0
return collection,1.75
lose drawing buffer,0.0
return key,2.136
reset sizesequence object,0.0
fetch style,1.0
return identifier,1.583
add element,1.571
set number of digits,1.0
retrieve name of this jdbc driver,0.0
follow node,0.0
return square of the flatness of this curve,0.0
determine ip address of a host,0.0
return size,1.838
clear provider,0.0
return modifier mask,1.0
set pixel,1.571
return attribute expression,0.0
release resources,1.0
get index of this object,1.0
return notificationinfo object,0.0
compare obj,1.0
compile expression,1.667
return context path of the endpoints,0.0
retrieve object,1.88
find resource,1.0
remove name,1.0
obtain set of midi,0.0
initiate shutdown of the group,0.0
register event listener,1.0
create timer notification,0.0
get collator,1.0
activate connector server,0.0
write end tag,1.0
open line,1.0
return title of this package,0.0
return extent,1.0
return copy of this localdate,1.0
create componenthandler,0.0
return constant,0.0
return value of the indexed component,1.778
return keycode of this menushortcut,0.0
return array,4.408
combine date,1.833
compute hash code,1.0
append image stream,0.0
retrieve reader object,0.0
associate value,2.444
implement nodeexists,0.0
retrieve warning,1.286
write portion of a string,1.0
return view of the portion of this map,0.0
attribute names,0.0
get offset,2.667
remove resource bundles,0.0
return rectangle,2.643
obtain date,1.818
return set of expected policies,0.0
return completionstage,1.0
return copy of the array of ac huffman tables,0.0
return hash value,0.0
return binding,1.0
set raster,0.0
return duplicate of this corba object reference,0.0
translate vertices of the polygon,0.0
create typecode object,1.688
return object,2.077
set editingrow variable,0.0
return stub,1.5
set metadata,1.0
set number of rows,1.778
construct cookies,0.0
return value mapping,0.0
remove iioreadwarninglistener,0.0
retrieve character position,0.0
return list of memorypoolmxbean objects,0.0
return value,3.896
get scroll offset,0.0
move focus,1.0
return string representation of this service,0.0
invoke method,2.308
initiate swing drag support,0.0
set background color,1.0
obtain input stream of the indicated format,0.0
set property,1.133
draw bit of special highlighting,0.0
set database password,0.0
return default table model object,0.0
set layout manager,1.0
return value of the date header field,0.0
return view of the portion of this set,0.0
return class object,1.917
acquire lock,1.636
handle event,1.0
set system,1.5
set parameter,1.186
return array of repository ids,0.0
return number of compositedata values,0.0
set text,2.375
return string,4.137
implement method,1.0
return size of the specified entry,0.0
set ocsp request extensions,0.0
return here node,0.0
create singlepixelpackedsamplemodel,1.0
set title of the titled border,0.0
load image,1.0
add point,1.429
return preference node,1.0
get line number,1.0
paint background of a formatted text field,0.0
add itemlistener,1.0
convert time value time,0.0
set compression method,0.0
parse content of the given uri,0.0
get value of the maximizable property,0.0
create service instance,0.0
add dragsourcelistener,0.0
retrieve url property,0.0
create typecode object,1.688
return function,1.667
create samplemodel,1.571
expand path,1.0
replace element,1.333
return rollover icon,0.0
cancel editing,0.0
get label,0.0
get date time formatter,1.0
set number of rows,1.778
free clob object,0.0
set user interface factory,0.0
invoke method,2.308
obtain list of patches,0.0
set log level,0.0
return width of the source image,0.0
load class,1.667
convert bigdecimal,1.6
get output flag,0.0
set parameter,1.186
obtain date,1.818
return namespace context,0.0
return criterion,1.2
append child view,0.0
return node,1.533
read attribute,1.0
register channel,1.667
return seconds,1.4
return layer value,1.0
return string array,0.0
remove adjustment listener,1.5
transform color value,1.0
get traffic class,1.0
complete computation,0.0
set data source name property,0.0
return samples,1.333
return certificate factory object,1.0
return action,1.444
set creation time of the entry,0.0
return stream,2.421
set angle of this arc,1.5
return client principal,0.0
remove occurrence of the argument,1.0
scale playback tempo,0.0
get accessiblevalue,0.0
get accessiblecontext,1.0
set image,1.6
return value,3.896
specify amount of time,0.0
open pipe,0.0
return droptarget,0.0
get collection of subject alternative names,0.0
look value,1.0
get default context object,0.0
get value of the specified field,1.5
return instance of jtooltip,0.0
send region of the buffer of pixels,0.0
return string,4.137
set size of the divider,0.0
set attribute,1.333
configure editor,0.0
create peer of the button,0.0
load instruments,0.0
return instance of an awtkeystroke,1.0
return float instance,0.0
retrieve subtype of this object,0.0
draw grid lines,1.0
install keyboard actions,1.0
initialize implementation,1.0
scroll child,0.0
display rows,0.0
set property,1.133
bring dialog panel,1.0
get object,2.667
treat case,1.0
return int,1.733
return action,1.444
set default filetypemap,0.0
get mediasize,0.0
determine ascent of the font,1.0
return form of this abstract pathname,1.0
write fields of the current class,0.0
return iterator,1.906
return amount,1.529
return character,1.786
create peer,1.0
install listeners,1.286
return map of general request properties,0.0
read attribute,1.0
return object,2.077
retrieve sqlstate,0.0
match expression,0.0
return exception,2.154
convert object,1.364
obtain set of midi,0.0
obtain instance of monthday,1.5
intersect pair,0.0
send message,0.0
indicate type of change,0.0
query object,0.0
adapt target method,1.0
determine size of the parent container,1.0
compress input data,0.0
generate string representation of this modification item,0.0
return string representation of this controlflag,0.0
add menu item,1.0
create thread pool,1.7
edit cell,1.0
return iterator,1.906
return base,0.0
read data,1.0
return look,1.667
get beancontext,1.8
get value of the so_sndbuf option,0.0
add point,1.429
append string representation of the int argument,0.0
return binding,1.0
create xmlstreamreader,1.0
set filter,0.0
return port number,1.667
set divider,0.0
close input stream,1.8
return array of icc_profiles,0.0
return hit,1.5
parse url,0.0
return set,2.36
return objects,1.0
return number of components,1.0
return object,2.077
draw string,0.0
set pixel,1.571
retrieve element of this deque,2.0
paint border,1.444
replace task,0.0
send cookie,0.0
create view,1.583
draw polygon,0.0
add listener,1.429
return copy of this offsetdatetime,1.0
register parameter,1.5
return index of the entry,0.0
query information,1.5
extract value,1.0
set orientation,1.25
set owner of this encoder,0.0
clear password,0.0
return tree of iiometadatanodes,0.0
restore drawing surface of the image,0.0
set layer attribute,1.0
get contenthandler,0.0
return name of the underlying class,1.0
return value of the field,0.0
get instance of the property,0.0
return action,1.444
list names of this keystore,0.0
remove input method listener,1.0
broadcast percentage of thumbnail completion,0.0
register sax1 document event handler,0.0
get display name,0.0
return data type of this databuffer,0.0
remember directory,0.0
return copy of this localdatetime,1.2
construct file system,0.0
set criterion,1.0
return copy of the password,0.0
write array of bytes,1.0
connect object,1.0
return query component of this uri,1.0
allow column selection,0.0
support always mode,1.0
return string table,1.0
create default cell editors,0.0
put value,0.0
return comparator,1.65
consist area of edged polygonal geometry,0.0
set title position of the titled border,0.0
return copy of this instant,2.273
create request instance,1.0
write styles,0.0
return string representation of the boolean argument,0.0
retrieve instance of a sourcelocator object,0.0
return number of bytes,2.091
throw securityexception,1.0
convert place,0.0
return collection,1.75
return parameter string,0.0
return navigationfilter,0.0
perform compilation task,0.0
return value,3.896
retrieve version number of the underlying database,1.0
return copy of this zoneddatetime,1.32
get style property,0.0
calculate placement of the popup portion of the combo box,0.0
return content tree,0.0
return hash code value,1.078
return samplemodel,1.0
set state of the object,1.0
update element,1.5
return context classloader,0.0
create object,1.571
return int,1.733
return line number,1.6
clear attributes,0.0
create file,2.0
set compression type,0.0
return string,4.137
fetch foreground color,0.0
register colormodel objects,0.0
get file object,1.5
paint background of a desktop icon,0.0
create binder object,0.0
return float,1.4
return map,2.143
deny knowledge of properties,0.0
set parent of this object,0.0
get url of the document,0.0
set count,1.0
return value,3.896
map key,1.0
update leadindex instance variable,0.0
mark event,0.0
paint border of a label,0.0
set foreground color,1.0
return value of this short,1.833
expect response,0.0
retrieve warning,1.286
transform array of double precision coordinates,0.0
create relation type,0.0
return value of the visiblerowcount property,0.0
return string representation of the value,0.0
process html form submission,0.0
return element of the given collection,2.0
return label,0.0
return path,2.0
read idl float,0.0
get value of a static field of type,0.0
locate child component,0.0
return default data array,0.0
return element,2.0
check certificate,0.0
set parameter,1.186
load library,0.0
set look,1.0
return size of the value change,0.0
return view,2.625
return size of the splash screen window,0.0
create longstream,1.0
add node,1.0
undo changes,1.0
create soapfactory object,0.0
clear list of parameters,0.0
add listener,1.429
compare mathcontext,0.0
reinitialize insets,0.0
return value of this short,1.833
determine value of the system property,0.0
set value of this scrollbar,0.0
start timer,1.0
maximize jinternalframe,0.0
set tablecellrenderer,0.0
return string representation of this float object,0.0
obtain set of info objects,0.0
return array,4.408
initialize value,1.0
add item,1.0
return completionstage,1.0
set value of the dooutput field,0.0
get data section of a processing instruction,0.0
get signature of the implementation method,0.0
set criterion,1.0
search array of chars,0.0
set model,1.0
retrieve names of all relation types,0.0
return provider of this parameter object,0.0
render text of the specified glyphvector,0.0
return index of this network,0.0
return number of columns,1.0
return value of this mimeheader object,0.0
fetch box formatter,0.0
return samplemodel,1.0
obtain instance of localtime,1.25
fetch color,0.0
return jrootpane ancestor,0.0
return set of constructors,0.0
initialize factory,1.0
return keys,1.0
set value of a specific attribute,0.0
return value of this double object,0.0
return height,1.333
retrieve xml value,0.0
return modelmbeanattributeinfo,0.0
return length of the array,0.0
get locale,1.778
set value,2.011
fetch element,1.333
set quantization,0.0
return view of the specified map,1.0
set boolean,1.0
get offset,2.667
obtain hijrahdate of the umm al qura calendar,1.4
return number of rows,1.0
get accessiblecontext,1.0
return number of bits,1.0
return location,2.111
return certstore object,0.0
get space,0.0
call method,2.0
return value of the specified number,1.0
compute result,0.0
get end position of the selected text,0.0
set number of copies,0.0
enumerate names,1.0
return annotations,1.0
return array of floats,0.0
return object,2.077
return orientation of this scrollbar,0.0
return permissioncollection object,1.4
obtain view of the printer state reason,0.0
return duplicate of this node,0.0
concatenate transform,1.0
get location of the divider,1.0
get number of visible lines,0.0
return number of levels,0.0
create relation of given relation type,0.0
set parent of the receiver,0.0
return sum,1.667
return desktopmanager,0.0
return value of the counter,0.0
paint border of a viewport,0.0
return volatileimage,1.5
record int value,0.0
receive datagram packet,1.0
write object,1.333
assign certificate,1.0
return text of a constant expression,0.0
add listeners,1.0
return value,3.896
return iterator,1.906
determine start of the prev word,0.0
get width of the printable area,0.0
return number of listeners of the supplied type,0.0
append acolumn,1.0
override method,1.0
return system text color,0.0
filter warning event,0.0
clear reference object,0.0
return bigdecimal,2.828
remove item,1.0
obtain instance,0.0
delete column,0.0
set subsets of the unicode character,0.0
get title,0.0
write struct object,0.0
return detail message string of this throwable,0.0
draw label,0.0
meet requirements,0.0
return runnablefuture,1.0
return string,4.137
return enumeration value table,1.0
create iiopname,0.0
add collection,1.0
set crc-32 checksum of the uncompressed entry data,0.0
set state of xinclude processing,0.0
report property update,1.917
return bufferedimage,1.0
invoke method,2.308
produce method handle,1.636
select node,1.0
obtain instance of isoera,0.0
set parent,1.571
create mbeanserverdelegate,0.0
retrieve type of this object,0.0
handle event,1.0
get background color of this component,0.0
get accessiblecontext,1.0
set item,1.5
create signaturemethod,0.0
set environment,0.0
return predicate,1.0
specify key,0.0
set l&f object,0.0
return object,2.077
return characters,1.0
set language,0.0
set component,2.417
give notification,1.0
get character,1.0
get calendar change date,0.0
move component,1.429
get number of digits,1.0
return array of the document listeners,0.0
return string representation of this signature object,0.0
return string representation of this jtoolbar,0.0
return string representation,1.857
set length,1.0
start ssl handshake,0.0
execute program,1.0
initialize agreement,0.0
get result,0.0
set attribute value,0.0
get description,0.0
return node,1.533
support statements,1.0
update column,1.32
visit kind of annotation value,0.0
compare name,1.0
return value,3.896
create preparedstatement object,1.0
lie rows,0.0
return set of principals,0.0
return identity of the peer,0.0
convert point,1.286
retrieve value of the designated column,1.55
render text of the current button,0.0
insert element,2.146
retrieve column size,0.0
return size of an ulp of the argument,0.0
set area of interest,0.0
append chronology,0.0
check privatecredentialpermission objects,0.0
compute duration,0.0
retrieve head of the queue,0.0
paint compound border,0.0
convert float argument,0.0
return hash code value,1.078
remove occurrence of the specified element,1.667
return array of dimensions,0.0
return glasspane object,1.0
create node element value,0.0
provide declaredtype,0.0
return comparator,1.65
read sequence of bytes,1.5
generate object,1.0
get object,2.667
return leading of the text,0.0
implement method,1.0
return string representation of this openmbeanconstructorinfosupport instance,0.0
obtain value,1.857
return array of type objects,0.0
return size of view port,0.0
delete addresses,0.0
reset ui property,0.0
implement method,1.0
get node,0.0
return size of this bitset,0.0
return length,2.083
get background color of this window,0.0
append string representation of the codepoint argument,0.0
create instance of treemodelhandler,0.0
set value of the mime header,0.0
fetch stream,0.0
return event,2.214
write idl value,1.0
assign value,1.0
return string,4.137
write idl value,1.0
return value,3.896
return page size,0.0
return clone of the certpathparameters,0.0
receive notification of the end of an element,0.0
return version of the specification,0.0
uninstall border,0.0
mark position,1.4
return bigdecimal,2.828
perform action,2.5
mbean monitor,0.0
return hash code,1.386
add stream,1.0
open flushes,0.0
update column,1.32
add float values,0.0
return array of the mouse motion listeners,0.0
return border instance,1.0
remove event,1.0
update column,1.32
get revocation date,0.0
return policy object,1.0
return component of a collation element,1.0
retrieve xaresource object,0.0
return string representation of this object,1.0
remove component,1.562
return size of the separator,0.0
return hash code value,1.078
copy array of green color components,0.0
return coordinate of the start point,1.0
create peer,1.0
return length array,0.0
obtain instance of offsetdatetime,1.0
retrieve value of the designated column,1.55
return array of the objects,1.947
add exception,0.0
cause mouse events,0.0
add segment,1.0
resolve path,1.0
establish database connection,1.0
return style,1.833
return stream,2.421
remove selection listener,0.0
return height of each row,0.0
write array of shorts,0.0
return array,4.408
return boundary,1.8
return iiometadataformat object,0.0
obtain instance of zoneddatetime,1.4
return table,1.25
return array of the changelisteners,0.0
perform action,2.5
get size of this text field,1.0
add role,0.0
determine location,0.0
adjust object,1.0
return model index,0.0
return component,3.712
determine size of the container argument,1.667
create instance of a cachedrowset,0.0
return number of registered parties,0.0
retrieve log writer,1.0
return element,2.0
return keytab instance,0.0
generate bytes,0.0
return array,4.408
return image,2.111
remove locale attribute,0.0
return completionstage,1.0
throw propertyexception,0.0
insert boolean,0.0
get flag,1.0
read double,1.0
return stream,2.421
get prefix,1.667
ignore case of attribute identifiers,0.0
return output destination,0.0
return hash code value,1.078
set class name of this binding,0.0
set transform of the specified glyph,0.0
return enumeration value table,1.0
read value of a defined attribute,0.0
return bit offsets,0.0
set data model,1.0
set value of the stamp,0.0
cancel registration,0.0
return class name of an imagereaderspi class,0.0
return array of menuelements,0.0
return classloader,1.0
set field,1.0
get value,1.474
initialize generator,1.375
return drop location,0.0
obtain value,1.857
invoke gettooltiptext method,0.0
return copy of this period,1.0
return container,1.571
get limits,0.0
initialize instance of declaring class,0.0
return specifier,1.0
return hash code value,1.078
fetch editorkit,0.0
add applet,0.0
set value of an attribute,0.0
insert value,1.0
return type,2.24
return value of the encoding property,0.0
retrieve pixels,0.0
return spacing,0.0
read array of idl,0.0
generate string representation of this reference,0.0
return iterator,1.906
create uri,1.0
return reference,1.538
get renderedimage instance of this image,0.0
internalize contents of the given inputstream object,0.0
get class object,1.0
return ip address of this inetaddress object,0.0
press button,0.0
return nth boundary,0.0
enter association,0.0
add mechanism credential element,0.0
move caret position,1.0
return hashcode,1.0
return color,3.0
return sslsession,1.0
convert stylecontext,0.0
read idl octet value,0.0
paint border of a tab of a tabbed pane,0.0
reset stream,1.6
get height of the icon,0.0
create soapbodyelement object,1.0
get inetaddress,0.0
establish default function,0.0
create request object,0.0
create executor,1.0
add component,1.8
retrieve value,2.0
return linemetrics object,1.0
combine state of another doublesummarystatistics,0.0
return type of this data instance,0.0
return copy of this localdatetime,1.2
clear selection,1.0
add value,1.0
set layoutmanager,0.0
remove attribute,1.737
set title,1.0
process events,2.125
break text,0.0
call dragexit,1.0
create validator,0.0
save keystore,0.0
return hash code,1.386
return cosine of an angle,0.0
